id,original_language,title,genre_list,cast_list,crew_list,comp_list
27004,en,Ca$h,Crime Thriller Comedy ,PykeKubic SamPhelan LesliePhelan ,Stephen Milburn Anderson,ImmortalThoughts ThreeGoodMen 
15013,en,Wah-Wah,Drama ,HarryCompton RubyCompton GwenTraherne ,Richard E. Grant,ReeleyesFilm WahFilmProductionsLtd. ScionFilms LomaNasha 
8374,en,The Boondock Saints,Action Thriller Crime ,PaulSmecker MurphyMcManus ConnorMcManus ,Troy Duffy,FranchisePictures BroodSyndicate B.D.S.ProductionsInc. 
277519,cn,Z Storm,Crime Thriller ,WilliamLuk SuptWong AngelLeung ,David Lam,PegasusMotionPictures 
78381,en,Twixt,Horror Thriller ,HallBaltimore BobbyLaGrange EdgarAllanPoe ,Francis Ford Coppola,AmericanZoetrope 
164372,ru,The Snow Queen,Animation Fantasy ,Orm(voice) Vospitatel(voice) Tsvetochnitsa(voice) ,Vladlen Barbe,BazelevsProduction 
294512,en,Alpha and Omega: The Legend of the Saw Tooth Cave,Family Animation Comedy Adventure ,Runt Humphrey Claudette ,Richard Rich,CrestAnimationProduction LionsGate 
8879,en,Pale Rider,Romance Western ,Preacher HullBarret SarahWheeler ,Clint Eastwood,WarnerBros. MalpasoCompany 
13001,en,Stargate: The Ark of Truth,Adventure Science Fiction ,CameronMitchell SamanthaCarter Teal'c ,Robert C. Cooper,Metro-Goldwyn-Mayer(MGM) Kawoosh!ProductionsDTVI 
9571,en,Dazed and Confused,Comedy Drama ,Randall'Pink'Floyd RonSlater MitchKramer ,Richard Linklater,GramercyPictures AlphavilleProductions TheCriterionCollection 
13649,en,High School Musical 2,Comedy Drama Family Music ,TroyBolton GabriellaMontez SharpayEvans ,Kenny Ortega,DisneyChannel 
325373,en,Two Lovers and a Bear,Drama Romance ,Roman Lucy Bear(voice) ,Kim Nguyen,
334527,en,Criminal Activities,Thriller Crime Drama ,Noah Eddie Zach ,Jackie Earle Haley,NeeNeeProductions CapacityPictures MayDayMovies 
2211,de,Aimee & Jaguar,Drama History Romance ,"Felice""Jaguar""Schragenheim Lilly""Aimee""Wüst Ilse ",Max Färberböck,
13919,en,The Chumscrubber,Comedy Drama ,Dean Crystal Billy ,Arie Posin,LawrenceBenderProductions ElCaminoPictures GoFishPictures 
14576,en,Shade,Action Thriller Crime ,Vernon CharlieMiller Tiffany ,Damian Nieman,CobaltMediaGroup JudgementPictures HammondEntertainment 
82505,en,House at the End of the Street,Horror Thriller ,ElissaCassidy RyanJacobson SarahCassidy ,Mark Tonderai,ABiggerBoat RelativityMedia FilmNationEntertainment 
46738,fr,Incendies,Drama War Mystery ,Nawal JeanneMarwan SimonMarwan ,Denis Villeneuve,TSProductions Microscope PhiGroup 
38970,it,"Remember Me, My Love",Drama Comedy Romance ,CarloRistuccia GiuliaRistuccia Alessia ,Gabriele Muccino,Fandango MedusaFilm Tele+ ViceVersaFilm 
41009,en,Perrier’s Bounty,Action Comedy Crime Drama ,MichaelMcCrea DarrenPerrier JimMcCrea ,Ian Fitzgibbon,PremierePicture IrishFilmBoard ParallelFilmProductions 
7347,pt,Elite Squad,Drama Action Crime ,CapitãoNascimento Neto AndréMatias ,José Padilha,TheWeinsteinCompany ZazenProduções EstúdiosMega QuantaCentrodeProduçõesCinematográficas CostaFilms Posto9 FeijãoFilmes UniversalPicturesdoBrasil 
250546,en,Annabelle,Horror ,MiaForm JohnForm FatherPerez ,John R. Leonetti,NewLineCinema TheSafranCompany EvergreenMediaGroup RatPac-DuneEntertainment 
38415,en,Bran Nue Dae,Comedy Drama Foreign Romance ,Willie FatherBenedictus Rosie ,Rachel Perkins,
650,en,Boyz n the Hood,Crime Drama ,Jason'Furious'Styles TréStyles Darin'Doughboy'Baker ,John Singleton,ColumbiaPicturesCorporation 
16620,en,La Bamba,Drama Music ,RitchieValens DonnaLudwig RosieMorales ,Luis Valdez,ColumbiaPicturesCorporation NewVisionsPictures 
25113,en,The Four Seasons,Comedy Drama Romance ,JackBurroughs KateBurroughs NickCallan ,Alan Alda,UniversalPictures 
11033,en,Dressed to Kill,Horror Mystery Thriller ,DoctorRobertElliott KateMiller LizBlake ,Brian De Palma,FilmwaysPictures Cinema77Films 
34723,en,The Adventures of Huck Finn,Action Adventure Drama Family ,HuckFinn Jim TheDuke ,Stephen Sommers,WaltDisneyPictures 
9430,en,Go,Crime Comedy Thriller ,Ronna Claire Zack ,Doug Liman,ColumbiaPictures 
8998,en,Friends with Money,Comedy Drama Romance ,Christine David Richard ,Nicole Holofcener,SonyPictures 
10514,en,The Andromeda Strain,Science Fiction Thriller ,Dr.JeremyStone Dr.CharlesDutton Dr.MarkHall ,Robert Wise,UniversalPictures 
10496,en,Bats,Horror Thriller ,SheriffEmmettKimsey Dr.SheilaCasper Dr.AlexanderMcCabe ,Louis Morneau,DestinationFilms 
1591,de,Nowhere in Africa,Drama ,JettelRedlich WalterRedlich Owuor ,Caroline Link,MTMCineteve BavariaFilm ConstantinFilmProduktion MediaCooperationOne 
76025,en,Shame,Drama ,BrandonSullivan SissySullivan David ,Steve McQueen,HanWayFilms UKFilmCouncil AllianceFilms See-SawFilms Film4 LipsyncProductions 
4836,en,Layer Cake,Drama Thriller Crime ,XXXX Clarkie Gene ,Matthew Vaughn,SonyPicturesClassics MarvFilms 
14631,en,The Work and the Glory II: American Zion,Drama ,BenjaminSteed MaryAnnSteed JoshuaSteed ,Sterling Van Wagenen,
87499,en,The East,Drama Thriller ,Sarah Benji Izzy ,Zal Batmanglij,ScottFreeProductions 
18923,en,A Home at the End of the World,Romance Drama ,BobbyMorrow(1982) JonathanGlover(1982) Clare ,Michael Mayer,KillerFilms Hart-SharpEntertainment 
26665,en,Aberdeen,Drama Comedy Foreign ,Tomas Kaisa Clive ,Hans Petter Moland,FilmfabrikenBalticSeaAB 
28089,en,The Messenger,Drama History ,WillMontgomery TonyStone Kelly ,Oren Moverman,OscilloscopeLaboratories 
62255,en,Tracker,Action Drama Thriller Adventure ,Arjan Kereama Bryce ,Ian Sharp,T.H.E.Films PhoenixWiley EdenFilms 
5708,en,Control,Drama ,IanCurtis DebbieCurtis AnnikHonoré ,Anton Corbijn,"BeckerInternational Claraflora EMMedia NorthSee WeinsteinCompany,The "
218,en,The Terminator,Action Thriller Science Fiction ,TheTerminator KyleReese SarahConnor ,James Cameron,OrionPictures PacificWestern HemdaleFilm Cinema84 EuroFilmFunding 
338,de,"Good bye, Lenin!",Comedy Drama Romance ,Alexander'Alex'Kerner ChristianeKerner Lara ,Wolfgang Becker,WDR Arte X-FilmeCreativePool 
21641,en,The Damned United,Drama ,BrianClough PeterTaylor DonRevie ,Tom Hooper,BBCFilms ColumbiaPicturesCorporation ScreenYorkshire LeftBankPictures ScreenYorkshireProductionFund 
10925,en,The Return of the Living Dead,Comedy Horror ,BurtWilson Frank ErnieKaltenbrunner ,Dan O'Bannon,HemdaleFilmCorporation FoxFilmsLtd. Cinema84 
2293,en,Mallrats,Romance Comedy ,BrodieBruce T.S.Quint ReneMosier ,Kevin Smith,GramercyPictures AlphavilleFilms ViewAskewProductions 
621,en,Grease,Romance ,DannyZuko SandyOlsson BettyRizzo ,Randal Kleiser,ParamountPictures RobertStigwoodOrganization(RSO) 
792,en,Platoon,Drama War Action ,StaffSergeantBobBarnes PrivateFirstClassChrisTaylor SergeantEliasGrodin ,Oliver Stone,OrionPictures HemdaleFilmCorporation 
1777,en,Fahrenheit 9/11,Documentary ,Himself(archivefootage)(uncredited) himself himself(archivefootage) ,Michael Moore,BIMDistribuzione FellowshipAdventureGroup 
642,en,Butch Cassidy and the Sundance Kid,History Drama Western Crime ,ButchCassidy SundanceKid EttaPlace ,George Roy Hill,TwentiethCenturyFoxFilmCorporation CampanileProductions Newman-ForemanProductions 
433,en,Mary Poppins,Comedy Family Fantasy ,"MaryPoppins Bert/Mr.Dawes,Sr. Mr.GeorgeW.Banks ",Robert Stevenson,WaltDisneyProductions 
16619,en,Ordinary People,Drama ,CalvinJarrett BethJarrett Dr.TyroneC.Berger ,Robert Redford,ParamountPictures WildwoodEnterprises 
1725,en,West Side Story,Crime Drama Music ,Maria Tony Riff ,Robert Wise,UnitedArtists SevenArts MirischPictures 
11977,en,Caddyshack,Comedy ,TyWebb AlCzervik RichterElihuSmails ,Harold Ramis,OrionPictures WarnerBros. 
20322,en,The Brothers,Comedy Drama Romance ,JacksonSmith DerrickWest BrianPalmer ,Gary Hardwick,
16158,en,The Wood,Comedy Drama Romance ,Mike Slim Roland ,Rick Famuyiwa,MTVFilms 
629,en,The Usual Suspects,Drama Crime Thriller ,MichaelMcManus DeanKeaton USCustomsAgentDaveKujan ,Bryan Singer,BlueParrotProductions BadHatHarryProductions 
10160,en,A Nightmare on Elm Street 5: The Dream Child,Horror Thriller ,FreddyKrueger AliceJohnson GretaGibson ,Stephen Hopkins,NewLineCinema 
11452,en,National Lampoon’s Van Wilder,Comedy Romance ,VanWilder GwenPearson VanceWildersenior ,Walt Becker,TapestryFilms ArtisanEntertainment 
12163,en,The Wrestler,Drama Romance ,"Randy""Ram""Robinson Cassidy Stephanie ",Darren Aronofsky,SaturnFilms WildBunch ProtozoaPictures TopRope 
32275,en,Duel in the Sun,Western ,PearlChavez JesseMcCanles Lewton'Lewt'MacCanles ,King Vidor,TheSelznikStudio VanguardFilms 
13785,en,Best in Show,Comedy ,Dr.ChuckNelken MegSwan HamiltonSwan ,Christopher Guest,CastleRockEntertainment 
1103,en,Escape from New York,Science Fiction Action ,SnakePlissken PoliceCommissionerBobHauk Cabbie ,John Carpenter,AVCOEmbassyPictures GoldcrestFilmsInternational InternationalFilmInvestors CityFilm 
36739,en,School Daze,Comedy Drama ,Leeds Dap Julian ,Spike Lee,ColumbiaPictures 40Acres&AMuleFilmworks 
14144,en,Daddy Day Camp,Comedy Family ,CharlieHinton KimHinton Phil ,Fred Savage,RevolutionStudios TriStarPictures 
10622,cn,Mr. Nice Guy,Crime Action Comedy ,Jackie Giancarlo Miki ,Sammo Hung,GoldenHarvestCompany 
13370,en,A Mighty Wind,Comedy Music ,JonathanSteinbloom AlanBarrows TerryBohner ,Christopher Guest,CastleRockEntertainment 
11191,en,Mystic Pizza,Comedy Drama Romance ,KatArujo DaisyArujo Jojo ,Donald Petrie,NightLightFilms TheSamuelGoldwynCompany 
10215,en,Sliding Doors,Comedy Drama Fantasy Romance ,HelenQuilley JamesHamilton Gerry ,Peter Howitt,ParamountPictures MiramaxFilms IntermediaFilms MirageEnterprises 
25066,en,Tales from the Hood,Crime Horror Thriller ,Mr.Simms DukeMetger Carl ,Rusty Cundieff,40Acres&AMuleFilmworks SavoyPictures 
1523,en,The Last King of Scotland,Drama ,IdiAmin Dr.NicholasGarrigan BritishDiplomat ,Kevin Macdonald,FoxSearchlightPictures CowboyFilms DNAFilms ScottishScreen UKFilmCouncil Filmfour SlateFilms Tatfilm 
11361,en,Halloween 5: The Revenge of Michael Myers,Horror Thriller ,Loomis Jamie Rachel ,Dominique Othenin-Girard,TransPacificFilms 
92591,en,Bernie,Comedy Crime Drama ,BernieTiede MarjorieNugent DannyBuckDavidson ,Richard Linklater,CastleRockEntertainment HorsethiefPictures MandalayVision WindDancerProductions DetourFilmproduction 
57612,en,Dolphins and Whales: Tribes of the Ocean,Documentary ,Narrator(voice) Narrator(voice) ,Jean-Jacques Mantello,3DEntertainment GavinMcKinneyUnderwaterProductions 
12509,en,Pollock,Drama Romance ,JacksonPollock LeeKrasner DanMiller ,Ed Harris,FredBernerFilms ZekeProductions 
15256,en,200 Cigarettes,Comedy Drama Romance ,Bartender Tom DiscoCabbie ,Risa Bramon Garcia,ParamountPictures 
83686,en,The Words,Drama Thriller ,RoryJansen DoraJansen TheOldMan ,Brian Klugman,CBSFilms AlsoKnownAsPictures 
80304,en,Casa De Mi Padre,Comedy Western ,ArmandoAlvarez Onza Sonia ,Matt Piedmont,NALAFilms GarySanchezProductions LionsGate 
28053,en,City Island,Drama Comedy ,VinceRizzo JoyceRizzo Tony ,Raymond De Felitta,LuckyMonkeyPictures CineSonEntertainment FilmsmithProductions MediciEntertainment GremiFilmProduction 
67913,en,The Guard,Action Comedy Thriller Crime ,SergeantGerryBoyle FBIagentWendellEverett FrancisSheehy ,John Michael McDonagh,UKFilmCouncil CrescendoProductions ElementPictures IrishFilmBoard Prescience ReprisalFilms AegisFilmFund 
13991,en,College,Comedy ,KevinBrewer CarterScott Ashley ,Deb Hagan,Metro-Goldwyn-Mayer(MGM) 
1443,en,The Virgin Suicides,Drama Romance ,Mr.Lisbon Mrs.Lisbon LuxLisbon ,Sofia Coppola,AmericanZoetrope 
8545,en,Little Voice,Comedy Drama ,MariHoff RaySay Billy ,Mark Herman,MiramaxFilms 
19556,en,Miss March,Comedy Romance ,EugeneBell TuckerCleigh CindiWhitehall ,Zach Cregger,TheJacobsonCompany 
231576,en,Wish I Was Here,Drama Comedy ,AidanBloom SarahBloom Grace ,Zach Braff,DoubleFeatureFilms WildBunch WorldviewEntertainment 
16172,en,Simply Irresistible,Comedy ,AmandaShelton TomBartlett JonathanBendel ,Mark Tarlov,NewRegencyPictures TaurusFilm PolarEntertainmentCorporation 
13403,en,Hedwig and the Angry Inch,Comedy Music ,Hedwig Yitzhak Skszp ,John Cameron Mitchell,NewLineCinema KillerFilms 
15797,en,Only the Strong,Action ,LouisStevens Kerrigan Dianna ,Sheldon Lettich,DavisFilms FreestonePictures 
347764,en,Goddess of Love,Mystery Drama Thriller Horror ,Venus Christine Chanel ,Jon Knautz,DaliaFilms 
13537,en,Shattered Glass,Drama History ,StephenGlass Charles'Chuck'Lane CaitlinAvey ,Billy Ray,LionsGateFilms Cruise/WagnerProductions BaumgartenMerimsProductions 
20794,en,Novocaine,Comedy Crime Thriller ,Mike FrankSangster JeanNoble ,David Atkins,NumbGumsProductionInc. 
31064,en,The Business of Strangers,Drama Thriller ,  NickHarris ,Patrick Stettner,i5Films Headquarters 
576,en,The Wild Bunch,Adventure Western ,PikeBishop DutchEngstrom DekeThornton ,Sam Peckinpah,WarnerBrothers/SevenArts 
13990,en,The Wackness,Drama ,Dr.Squires KristinSquires LukeShapiro ,Jonathan Levine,SBKPictures OccupantEntertainment 
11583,en,The First Great Train Robbery,Thriller Adventure Drama Crime ,EdwardPierce RobertAgar Miriam ,Michael Crichton,UnitedArtists StarlingFilms 
18602,en,Morvern Callar,Drama ,MorvernCallar LannaPhimister TomBoddington ,Lynne Ramsay,CompanyPictures 
27549,en,Beastmaster 2: Through the Portal of Time,Action Adventure Fantasy Science Fiction ,Dar JackieTrent Lyranna ,Sylvio Tabet,LesFilms21 RepublicPictures 
59728,en,The 5th Quarter,Drama ,StevenAbbate MaryanneAbbate JonAbbate ,Rick Bieber,McCrearyEntertainment AngelCityPictures 
10930,fr,The Flower of Evil,Drama ,FrançoisVasseur MichèleCharpin-Vasseur AuntLine ,Claude Chabrol,
32395,en,The Greatest,Drama ,AllenBrewer GraceBrewer Rose ,Shana Feste,IrishDreamtime SilverwoodFilms TaxCreditFinance OceanaMediaFinance BarbarianFilms 
58882,en,Snow Flower and the Secret Fan,Drama History ,Nina/Lily SnowFlower/Sophia Arthur ,Wayne Wang,IDGChinaMedia 
7547,en,Come Early Morning,Drama Romance ,LucyFowler Kim CalPercell ,Joey Lauren Adams,FirmFilms BoldFilms HollyWiersmaProductions 
35944,en,Lucky Break,Action Comedy ,James'Jimmy'Hands Annabel Cliff ,Peter Cattaneo,
42222,en,Julia,Drama ,LillianHellman Julia DashiellHammett ,Fred Zinnemann,TwentiethCenturyFoxFilmCorporation 
13827,en,"Surfer, Dude",Comedy ,SteveAddington EddieZarno FarmerBob ,S.R. Bindler,
44260,en,Lake of Fire,Documentary ,Himself Himself Himself ,Tony Kaye,
9282,en,11:14,Crime Drama Thriller ,Jack Aaron Norma ,Greg Marcks,FirmFilms Media8Entertainment MDPWorldwide 
38940,en,Men of War,Action Thriller ,NickGunar Loki Po ,Perry Lang,SignaturePictures MDPWorldwide PomaranceCorporation 
35689,en,Don McKay,Crime Mystery Thriller ,DonMcKay Sonny Marie ,Jake Goldberger,AnimusFilms 
97614,en,Deadfall,Crime Drama Thriller ,Addison Liza Jay ,Stefan Ruzowitzky,StudioCanal MutualFilmCompany 2929Productions MagnoliaPictures MadhouseEntertainment 
37206,en,A Shine of Rainbows,Drama Family ,Maire Alec Tomás ,Vic Sarin,OctagonFilms SepiaFilms 
58626,en,The Hit List,Action Thriller ,JonasArbor AllanCampbell DetectiveNeilMcKay ,William Kaufman,NorthbyNorthwestEntertainment 
183894,en,Emma,Romance Comedy Drama ,Emma Mr.Woodhouse Mr.Knightley ,Jim O'Hanlon,
837,en,Videodrome,Horror Mystery Science Fiction ,MaxRenn BiancaO'Blivion NickiBrand ,David Cronenberg,UniversalPictures FamousPlayersLtd GuardianTrustCompany FilmplanInternationalII 
1555,fr,The Spanish Apartment,Drama Comedy Romance ,Xavier Martine Wendy ,Cédric Klapisch,MateProduccionesS.A. 
244783,en,Song One,Drama ,Franny JamesForester  ,Kate Barker-Froyland,WorldviewEntertainment 
16564,nl,Winter in Wartime,Drama History War ,MichielvanBeusekom EricavanBeusekom UncleBen ,Martin Koolhoven,MaxTV PrimeTime IsabellaFilmsB.V. FuWorks IsabellaFilms 
168027,en,Freaky Deaky,Comedy ,SkipGibbs DonnellLewis WoodyRicks ,Charles Matthau,FinalCutProductions TheMatthauCompany 
3482,en,The Train,Action Drama Thriller War ,PaulLabiche vonWaldheim Christine ,John Frankenheimer,LesProductionsArtistesAssociés LesFilmsAriane DearFilmProduzione 
135595,en,Trade Of Innocents,Drama Thriller ,AlexBecker ClaireBecker MalcolmEddery ,Christopher Bessette,
8982,th,The Protector,Action Crime Drama Thriller ,Kham Mark Pla ,Prachya Pinkaew,TheWeinsteinCompany SahamongkolFilmInternational Vivendi 
89861,en,Stiff Upper Lips,Comedy ,Emily HoraceWiggins AuntAgnes ,Gary Sinyor,
455,en,Bend It Like Beckham,Comedy Drama Romance ,Jesminder'Jess'KaurBhamra Juliette'Jules'Paxton Joe ,Gurinder Chadha,FoxSearchlightPictures KintopPictures FilmförderungHamburg UKFilmCouncil 
57022,en,Sunshine State,Drama ,MurraySilver DesireePerry JackMeadows ,John Sayles,
14351,en,Crossover,Action Adventure Drama ,Tech BigMan Kemp ,Preston A. Whitmore II,360Pictures DribbleProductions PlatinumEquity 
147767,en,Khiladi 786,Action Comedy ,BahattarSingh(72)/InspectorTehattarSingh(73) InduTendulkar MansukhDesai ,Ashish R. Mohan,
10664,es,[REC]²,Thriller Horror ,ÁngelaVidal Manu Jennifer ,Jaume Balagueró,Filmax 
55567,en,Standing Ovation,Comedy Music Family ,Brittany Cameron Mr.Wiggs ,Stewart Raffill,
9277,en,The Sting,Comedy Crime Drama ,HenryGondorff JohnnyHooker DoyleLonnegan ,George Roy Hill,UniversalPictures 
9443,en,Chariots of Fire,Drama History ,HaroldAbrahams EricLiddell JennieLiddell ,Hugh Hudson,"TwentiethCenturyFoxFilmCorporation WarnerBros. EnigmaProductions TheLaddCompany AlliedStars,Ltd. "
16186,en,Diary of a Mad Black Woman,Comedy Drama Romance ,Helen Charles Madea/Brian/Joe ,Darren Grant,LionsGateFilms 
7863,en,Shine,Drama ,DavidHelfgott (Young)DavidHelfgott PeterHelfgott ,Scott Hicks,FineLineFeatures AustralianFilmFinanceCorporation(AFFC) FilmVictoria SouthAustralianFeatureFilmCompany 
138697,en,Don Jon,Romance Comedy Drama ,"JonMartello,Jr. BarbaraSugarman Esther ",Joseph Gordon-Levitt,VoltagePictures RamBergmanProductions HitRecordFilms 
11901,en,High Plains Drifter,Western ,TheStranger SarahBelding CallieTravers ,Clint Eastwood,UniversalPictures MalpasoProductions 
1548,en,Ghost World,Comedy Drama ,Enid Rebecca Seymour ,Terry Zwigoff,UnitedArtists JerseyFilms GranadaFilmProductions CapitolFilms Mr.MuddProduction 
11889,en,Iris,Drama Romance ,IrisMurdoch JohnBayley YoungIrisMurdoch ,Richard Eyre,MiramaxFilms BBCFilms IntermediaFilms 
33155,en,Galaxina,Comedy Science Fiction ,Galaxina Sgt.Thor Capt.CorneliusButt ,William Sachs,MarimarkProductions 
5528,fr,The Chorus,Drama ,ClémentMathieu Rachin Chabert ,Christophe Barratier,France2Cinéma GalatéeFilms PathéRennProductions NovoArturoFilms VegaFilm 
321,en,Mambo Italiano,Comedy Romance ,AngeloBarberini MariaBarberini GinoBarberini ,Émile Gaudreault,icon 
4997,en,Wonderland,Crime Drama Mystery Thriller ,JohnHolmes DavidLind DawnSchiller ,James Cox,LionsGateFilms 
925,en,Do the Right Thing,Drama ,Sal DaMayor MotherSister ,Spike Lee,UniversalPictures 40Acres&AMuleFilmworks 
27451,en,Harvard Man,Drama ,CindyBandolini AlanJensen ChesneyCort ,James Toback,LionsGateFilms WorldwideMedia 
73532,fr,Le Havre,Drama Comedy ,MarcelMarx Arletty Idrissa ,Aki Kaurismäki,
979,fr,Irreversible,Drama Thriller Crime Mystery ,Alex Marcus Pierre ,Gaspar Noé,Eskwad StudioCanal WildBunch LesCinémasdelaZone Nord-OuestProductions Canal+ 120Films 
193722,ja,R100,Comedy Drama ,TakafumiKatayama Queen Queen ,Hitoshi Matsumoto,WarnerBros. YoshimotoKogyoCompany 
7913,hi,Rang De Basanti,Drama ,DJ Sonia Sue ,Rakeysh Omprakash Mehra,FlicksMotionPictures UTVMotionPictures 
253253,en,Animals,Drama ,Jude Bobbie Albert ,Collin Schiffli,
51995,en,Salvation Boulevard,Comedy Thriller Action Drama ,GwenVanderveer HoneyFoster DanDay ,George Ratliff,MandalayVision 
13173,en,The Ten,Comedy ,JeffReigert StephenMontgomery SkydivingGuideChrisKnarl ,David Wain,AscotEliteHomeEntertainment 
22908,en,A Room for Romeo Brass,Drama Comedy Foreign ,Morell RomeoBrass JoeBrass ,Shane Meadows,
70670,en,Headhunters,Thriller Crime ,RogerBrown ClasGreve DianaBrown ,Morten Tyldum,NordiskFilm YellowBirdFilms FrilandProduksjon ARDDegetoFilm 
84204,en,Grabbers,Science Fiction Comedy Thriller Horror ,GardaCiaránO'Shea GardaLisaNolan Dr.AdamSmith ,Jon Wright,IrishFilmBoard SamsonFilms ForwardFilms HighTreasonProductions Nvizible 
25248,en,Saint Ralph,Comedy Drama ,RalphWalker FatherGeorgeHibbert  ,Michael McGowan,AllianceAtlantisCommunications AmazeFilm+Television RunningMiraclesProductions 
230266,en,Miss Julie,Drama ,MissJulie John Kristin ,Liv Ullmann,MaipoFilm-ogTVProduksjon 
16633,en,Somewhere in Time,Science Fiction Drama Fantasy Romance ,RichardCollier EliseMcKenna WilliamFawcettRobinson ,Jeannot Szwarc,RastarPictures 
63006,hi,Dum Maaro Dum,Drama Action Crime Foreign ,ACPVishnuKamath Zoe BarDancer ,Rohan Sippy,
91586,en,Insidious: Chapter 2,Horror Thriller ,JoshLambert RenaiLambert DaltonLambert ,James Wan,SonyPictures FilmDistrict 
215,en,Saw II,Horror ,Jigsaw Amanda EricMatthews ,Darren Lynn Bousman,LionsGateFilms GotFilms TwistedPictures EvolutionEntertainment Saw2Productions 
333371,en,10 Cloverfield Lane,Thriller Science Fiction Drama ,Michelle HowardStambler EmmettDeWitt ,Dan Trachtenberg,ParamountPictures BadRobot SpectrumEffects 
9012,en,Jackass: The Movie,Documentary Comedy ,Himself Himself Himself ,Jeff Tremaine,ParamountPictures MTVFilms DickhouseProductions LynchSiderowProductions 
345911,en,Lights Out,Horror Thriller ,Rebecca Sophie Martin ,David F. Sandberg,NewLineProductions MatterProductions AtomicMonster 
72571,en,Paranormal Activity 3,Horror ,Katie KristiRey Julie ,Henry Joost,ParamountPictures BlumhouseProductions Room101 SolanaFilms 
242512,en,Ouija,Horror ,ElaineMorris SarahMorris Trevor ,Stiles White,UniversalPictures DentsuInc. PlatinumDunes MediaRightsCapital BlumhouseProductions FujiTelevisionNetwork HasbroStudios 5150Action WhiteNoiseFactory 
10072,en,A Nightmare on Elm Street 3: Dream Warriors,Horror Thriller ,FreddyKrueger KristenParker NancyThompson ,Chuck Russell,NewLineCinema SmartEggPictures 
211954,es,Instructions Not Included,Comedy Drama ,Maggie Valentín Julie ,Eugenio Derbez,Filmax SignatureEntertainment Pinema PantelionFilms 
82990,en,Paranormal Activity 4,Horror ,Katie Alex Ben ,Henry Joost,ParamountPictures BlumhouseProductions Room101 SolanaFilms 
29912,en,The Robe,Drama ,MarcellusGallio Diana Demetrius ,Henry Koster,TwentiethCenturyFoxFilmCorporation 
11843,en,The Return of the Pink Panther,Comedy ,JacquesClouseau SirCharlesLitton CharlesDreyfus ,Blake Edwards,UnitedArtists JewelProductions PimlicoFilms IncorporatedTelevisionCompany(ITC) 
11284,en,Freddy's Dead: The Final Nightmare,Horror Thriller Comedy ,FreddyKrueger MaggieBurroughs JohnDoe ,Rachel Talalay,NewLineCinema 
504,en,Monster,Crime Drama ,Aileen Selby Thomas ,Patty Jenkins,NewmarketFilms 
173,en,"20,000 Leagues Under the Sea",Adventure Drama Science Fiction ,NedLand CaptainNemo Prof.PierreArronax ,Richard Fleischer,WaltDisneyProductions 
227348,en,Paranormal Activity: The Marked Ones,Horror Thriller ,JesseArista Arturo OscarHernandez ,Christopher B. Landon,BlumhouseProductions Room101 SolanaFilms 
1955,en,The Elephant Man,Drama History ,Dr.FrederickTreves JohnMerrick Mrs.Kendal ,David Lynch,Brooksfilms 
152532,en,Dallas Buyers Club,Drama History ,RonWoodroof Dr.EveSaks Rayon ,Jean-Marc Vallée,UniversalStudios UniversalPictures VoltagePictures TruthEntertainment 
243940,en,The Lazarus Effect,Thriller Horror ,ZoeMcConnell FrankWalton Niko ,David Gelb,Lionsgate BlumhouseProductions ChapterOneFilms 
77,en,Memento,Mystery Thriller ,Leonard Natalie TeddyGammell ,Christopher Nolan,SummitEntertainment NewmarketCapitalGroup TeamTodd IRememberProductions 
157547,en,Oculus,Horror ,KaylieRussell TimRussell MarieRussell ,Mike Flanagan,IntrepidPictures BlumhouseProductions RelativityMedia WWEStudios MICAEntertainment 
2295,en,Clerks II,Comedy ,Dante Randall Jay ,Kevin Smith,TheWeinsteinCompany ViewAskewProductions 
71,en,Billy Elliot,Drama Comedy Music ,BillyElliot Mrs.Wilkinson Grandmother ,Stephen Daldry,BBCFilms TigerAspectProductions StudioCanal ArtsCouncilofEngland WorkingTitleFilms WT2Productions 
147773,en,The Way Way Back,Comedy Drama ,Duncan Trent Pam ,Nat Faxon,FoxSearchlightPictures OddLotEntertainment SycamorePictures 
16096,en,House Party 2,Comedy ,Bilal Play Kid ,Doug McHenry,
24266,en,The Man from Snowy River,Family Drama Action Western Romance ,JimCraig HenryCraig Harrison/Spur ,George T. Miller,CambridgeProductions 
16508,en,Doug's 1st Movie,Animation Family Comedy ,DougFunnie Skeeter/Mr.Dink/Porkchop/Ned RogerKlotz/Boomer/Larry/Mr.Chiminy ,Maurice Joyce,WaltDisneyPictures 
2895,en,The Apostle,Drama ,EulissDewey Troublemaker Mrs.DeweySr. ,Robert Duvall,Butcher'sRunProductions 
15660,en,Mommie Dearest,Drama ,JoanCrawford ChristinaCrawford GregSavitt ,Frank Perry,ParamountPictures 
59968,en,Our Idiot Brother,Comedy Drama ,NedRochlin MirandaRochlin NatalieRochlin ,Jesse Peretz,TheWeinsteinCompany LikelyStory BigBeachFilms YukFilms 
323677,en,Race,Action Drama ,JesseOwens LarrySnyder LeniRiefenstahl ,Stephen Hopkins,ForecastPictures Solofilms JoBroProductions&FilmFinance TrinityRace 
19848,en,The Players Club,Drama ,Diamond(asLisaRaye) Mr.Armstrong Mrs.Armstrong ,Ice Cube,NewLineCinema 
256274,en,"As Above, So Below",Horror Thriller ,Scarlett George Benji ,John Erick Dowdle,UniversalPictures LegendaryPictures BrothersDowdleProductions 
