id,original_language,title,genre_list,cast_list,crew_list,comp_list,comb
16096,en,House Party 2,Comedy ,Bilal Play Kid ,Doug McHenry,,Comedy Bilal Play Kid Doug McHenryen
24266,en,The Man from Snowy River,Family Drama Action Western Romance ,JimCraig HenryCraig Harrison/Spur ,George T. Miller,CambridgeProductions ,Family Drama Action Western Romance JimCraig HenryCraig Harrison/Spur George T. MillerCambridgeProductions en
16508,en,Doug's 1st Movie,Animation Family Comedy ,DougFunnie Skeeter/Mr.Dink/Porkchop/Ned RogerKlotz/Boomer/Larry/Mr.Chiminy ,Maurice Joyce,WaltDisneyPictures ,Animation Family Comedy DougFunnie Skeeter/Mr.Dink/Porkchop/Ned RogerKlotz/Boomer/Larry/Mr.Chiminy Maurice JoyceWaltDisneyPictures en
2895,en,The Apostle,Drama ,EulissDewey Troublemaker Mrs.DeweySr. ,Robert Duvall,Butcher'sRunProductions ,Drama EulissDewey Troublemaker Mrs.DeweySr. Robert DuvallButcher'sRunProductions en
15660,en,Mommie Dearest,Drama ,JoanCrawford ChristinaCrawford GregSavitt ,Frank Perry,ParamountPictures ,Drama JoanCrawford ChristinaCrawford GregSavitt Frank PerryParamountPictures en
59968,en,Our Idiot Brother,Comedy Drama ,NedRochlin MirandaRochlin NatalieRochlin ,Jesse Peretz,TheWeinsteinCompany LikelyStory BigBeachFilms YukFilms ,Comedy Drama NedRochlin MirandaRochlin NatalieRochlin Jesse PeretzTheWeinsteinCompany LikelyStory BigBeachFilms YukFilms en
323677,en,Race,Action Drama ,JesseOwens LarrySnyder LeniRiefenstahl ,Stephen Hopkins,ForecastPictures Solofilms JoBroProductions&FilmFinance TrinityRace ,Action Drama JesseOwens LarrySnyder LeniRiefenstahl Stephen HopkinsForecastPictures Solofilms JoBroProductions&FilmFinance TrinityRace en
19848,en,The Players Club,Drama ,Diamond(asLisaRaye) Mr.Armstrong Mrs.Armstrong ,Ice Cube,NewLineCinema ,Drama Diamond(asLisaRaye) Mr.Armstrong Mrs.Armstrong Ice CubeNewLineCinema en
256274,en,"As Above, So Below",Horror Thriller ,Scarlett George Benji ,John Erick Dowdle,UniversalPictures LegendaryPictures BrothersDowdleProductions ,Horror Thriller Scarlett George Benji John Erick DowdleUniversalPictures LegendaryPictures BrothersDowdleProductions en
235271,en,Addicted,Drama Thriller ,JasonReynard Tony 10-year-oldZoe ,Bille Woodruff,Lionsgate CodeblackEntertainment ,Drama Thriller JasonReynard Tony 10-year-oldZoe Bille WoodruffLionsgate CodeblackEntertainment en
45153,en,Eve's Bayou,Drama ,EveBatiste CiselyBatiste RozBatiste ,Kasi Lemmons,,Drama EveBatiste CiselyBatiste RozBatiste Kasi Lemmonsen
284293,en,Still Alice,Drama ,Dr.AliceHowland Dr.JohnHowland LydiaHowland ,Richard Glatzer,KillerFilms BigIndiePictures BackupMedia BSMStudio ,Drama Dr.AliceHowland Dr.JohnHowland LydiaHowland Richard GlatzerKillerFilms BigIndiePictures BackupMedia BSMStudio en
24973,en,The Egyptian,History Drama ,Merit Horemheb Baketamon ,Michael Curtiz,TwentiethCenturyFoxFilmCorporation ,History Drama Merit Horemheb Baketamon Michael CurtizTwentiethCenturyFoxFilmCorporation en
21610,en,Nighthawks,Action Crime Thriller ,Det.Sgt.DekeDaSilva Wulfgar Det.Sgt.MatthewFox ,Bruce Malmuth,UniversalPictures MartinPollProductions TheProductionCompany ,Action Crime Thriller Det.Sgt.DekeDaSilva Wulfgar Det.Sgt.MatthewFox Bruce MalmuthUniversalPictures MartinPollProductions TheProductionCompany en
10283,en,Friday the 13th Part VIII: Jason Takes Manhattan,Horror Thriller ,Jason RennieWickham SeanRobertson ,Rob Hedden,ParamountPictures SeanS.CunninghamFilms HorrorInc. ,Horror Thriller Jason RennieWickham SeanRobertson Rob HeddenParamountPictures SeanS.CunninghamFilms HorrorInc. en
8346,en,My Big Fat Greek Wedding,Comedy Drama Romance ,Toula IanMiller MariaPortokalos ,Joel Zwick,HomeBoxOffice(HBO) Playtone GoldCircleFilms OntarioFilmDevelopmentCorporation MPHEntertainmentProductions ,Comedy Drama Romance Toula IanMiller MariaPortokalos Joel ZwickHomeBoxOffice(HBO) Playtone GoldCircleFilms OntarioFilmDevelopmentCorporation MPHEntertainmentProductions en
122081,en,Spring Breakers,Drama Crime ,Alien Faith Candy ,Harmony Korine,RabbitBandiniProductions DivisionFilms PopFilms RadarPictures MuseProductions MJZ O'Salvation Iconoclast ,Drama Crime Alien Faith Candy Harmony KorineRabbitBandiniProductions DivisionFilms PopFilms RadarPictures MuseProductions MJZ O'Salvation Iconoclast en
10987,en,Halloween: The Curse of Michael Myers,Horror Thriller ,Dr.SamLoomis TommyDoyle KaraStrode ,Joe Chappelle,MiramaxFilms ,Horror Thriller Dr.SamLoomis TommyDoyle KaraStrode Joe ChappelleMiramaxFilms en
1391,es,Y Tu Mamá También,Drama Romance ,JulioZapata TenochIturbide LuisaCortés ,Alfonso Cuarón,BésameMuchoPictures ProduccionesAnhelo TheCriterionCollection ,Drama Romance JulioZapata TenochIturbide LuisaCortés Alfonso CuarónBésameMuchoPictures ProduccionesAnhelo TheCriterionCollection es
747,en,Shaun of the Dead,Horror Comedy ,Shaun Ed Liz ,Edgar Wright,UniversalPictures BigTalkProductions StudioCanal Film4 WorkingTitleFilms WT2Productions DeWolfeMusic InsideTrack2 ,Horror Comedy Shaun Ed Liz Edgar WrightUniversalPictures BigTalkProductions StudioCanal Film4 WorkingTitleFilms WT2Productions DeWolfeMusic InsideTrack2 en
14745,en,The Haunting of Molly Hartley,Drama Horror ,MollyHartley RobertHartley JosephYoung ,Mickey Liddell,FreestyleReleasing LiddellEntertainment ,Drama Horror MollyHartley RobertHartley JosephYoung Mickey LiddellFreestyleReleasing LiddellEntertainment en
26748,en,Lone Star,Drama Mystery Romance ,SamDeeds BuddyDeeds Pilar ,John Sayles,CastleRockEntertainment ColumbiaPicturesCorporation RioDulce ,Drama Mystery Romance SamDeeds BuddyDeeds Pilar John SaylesCastleRockEntertainment ColumbiaPicturesCorporation RioDulce en
11357,en,Halloween 4: The Return of Michael Myers,Horror Thriller ,Dr.SamLoomis RachelCarruthers JamieLloyd ,Dwight H. Little,DimensionFilms ,Horror Thriller Dr.SamLoomis RachelCarruthers JamieLloyd Dwight H. LittleDimensionFilms en
24913,en,April Fool's Day,Horror Mystery ,Muffy/BuffySt.John ArchCummings Ferryman ,Fred Walton,ParamountPictures HometownFilms YCTM ,Horror Mystery Muffy/BuffySt.John ArchCummings Ferryman Fred WaltonParamountPictures HometownFilms YCTM en
13776,en,Diner,Comedy Drama ,Edward'Eddie'Simmons Laurence'Shrevie'Schreiber Robert'Boogie'Sheftell ,Barry Levinson,Metro-Goldwyn-Mayer(MGM) ,Comedy Drama Edward'Eddie'Simmons Laurence'Shrevie'Schreiber Robert'Boogie'Sheftell Barry LevinsonMetro-Goldwyn-Mayer(MGM) en
14854,en,Lone Wolf McQuade,Action Crime Drama Romance Thriller Western ,J.J.McQuade RawleyWilkes LolaRichardson ,Steve Carver,1818 LoneWolfMcQuadeAssociates TopkickProductions ,Action Crime Drama Romance Thriller Western J.J.McQuade RawleyWilkes LolaRichardson Steve Carver1818 LoneWolfMcQuadeAssociates TopkickProductions en
50357,en,Apollo 18,Horror Thriller Science Fiction ,Lt.Col.JohnGrey Capt.BenjaminAnderson Cdr.NathanWalker ,Gonzalo López-Gallego,BazelevsProduction DimensionFilms BekmambetovProjectsLtd. ,Horror Thriller Science Fiction Lt.Col.JohnGrey Capt.BenjaminAnderson Cdr.NathanWalker Gonzalo López-GallegoBazelevsProduction DimensionFilms BekmambetovProjectsLtd. en
13090,en,Sunshine Cleaning,Comedy Drama ,RoseLorkowski NorahLorkowski JoeLorkowski ,Christine Jeffs,BackLotPictures OvertureFilms BigBeachFilms ,Comedy Drama RoseLorkowski NorahLorkowski JoeLorkowski Christine JeffsBackLotPictures OvertureFilms BigBeachFilms en
192141,en,No Escape,Action Thriller ,JackDwyer AnnieDwyer Hammond ,John Erick Dowdle,BoldFilms LivingFilms BrothersDowdleProductions ,Action Thriller JackDwyer AnnieDwyer Hammond John Erick DowdleBoldFilms LivingFilms BrothersDowdleProductions en
16441,en,The Beastmaster,Action Fantasy ,Dar Kiri Maax ,Don Coscarelli,AntaresProduzioneCinematografica Metro-Goldwyn-Mayer(MGM) ,Action Fantasy Dar Kiri Maax Don CoscarelliAntaresProduzioneCinematografica Metro-Goldwyn-Mayer(MGM) en
29996,en,Solomon and Sheba,Drama History Romance War ,Solomon Sheba Adonijah ,King Vidor,EdwardSmallProductions ,Drama History Romance War Solomon Sheba Adonijah King VidorEdwardSmallProductions en
351819,en,Fifty Shades of Black,Romance Comedy ,Christian Hannah Gary ,Michael Tiddes,OpenRoadFilms(II) ,Romance Comedy Christian Hannah Gary Michael TiddesOpenRoadFilms(II) en
14834,en,Not Easily Broken,Drama Romance ,DaveJohnson ClariceClark JulieSawyer ,Bill Duke,,Drama Romance DaveJohnson ClariceClark JulieSawyer Bill Dukeen
22649,en,A Farewell to Arms,Drama Romance War ,CatherineBarkley LieutenantFredericHenry MajorRinaldi ,Frank Borzage,ParamountPictures ,Drama Romance War CatherineBarkley LieutenantFredericHenry MajorRinaldi Frank BorzageParamountPictures en
378200,en,The Perfect Match,Comedy Romance ,Charlie Sherry Karen ,Bille Woodruff,Lionsgate JorvaEntertainmentProductions ,Comedy Romance Charlie Sherry Karen Bille WoodruffLionsgate JorvaEntertainmentProductions en
20455,en,Digimon: The Movie,Fantasy Animation Science Fiction Family ,Kari/YoungKari(voice) YoungTai/Tai(voice) RedGreymon(voice) ,Mamoru Hosoda,SabanEntertainment Toei ,Fantasy Animation Science Fiction Family Kari/YoungKari(voice) YoungTai/Tai(voice) RedGreymon(voice) Mamoru HosodaSabanEntertainment Toei en
13193,en,Saved!,Comedy Drama ,Mary HilaryFaye Roland ,Brian Dannelly,,Comedy Drama Mary HilaryFaye Roland Brian Dannellyen
11042,fr,The Barbarian Invasions,Comedy Crime Drama ,Rémy Sébastien Nathalie ,Denys Arcand,PyramideProductions CinémaginaireInc. TéléfilmCanada TheHaroldGreenbergFund AstralFilms Canal+ SociétéRadio-Canada SociétédeDéveloppementdesEntreprisesCulturelles(SODEC) CentreNationaldelaCinématographie(CNC) ,Comedy Crime Drama Rémy Sébastien Nathalie Denys ArcandPyramideProductions CinémaginaireInc. TéléfilmCanada TheHaroldGreenbergFund AstralFilms Canal+ SociétéRadio-Canada SociétédeDéveloppementdesEntreprisesCulturelles(SODEC) CentreNationaldelaCinématographie(CNC) fr
10786,en,Robin and Marian,Action Adventure Drama Romance ,RobinHood LadyMarian SheriffofNottingham ,Richard Lester,ColumbiaPicturesCorporation RastarPictures ,Action Adventure Drama Romance RobinHood LadyMarian SheriffofNottingham Richard LesterColumbiaPicturesCorporation RastarPictures en
12484,en,The Forsaken,Action Adventure Horror Thriller ,Sean Nick Megan ,J.S. Cardone,ScreenGems SonyPicturesEntertainment EgmontFilm ColumbiaTriStarHomeEntertainment ,Action Adventure Horror Thriller Sean Nick Megan J.S. CardoneScreenGems SonyPicturesEntertainment EgmontFilm ColumbiaTriStarHomeEntertainment en
17339,en,Force 10 from Navarone,Action Adventure War Thriller ,LieutenantColonelBarnsby Maj.KeithMallory MaritzaPetrovich ,Guy Hamilton,ColumbiaPicturesCorporation ,Action Adventure War Thriller LieutenantColonelBarnsby Maj.KeithMallory MaritzaPetrovich Guy HamiltonColumbiaPicturesCorporation en
11959,en,UHF,Comedy ,GeorgeNewman Teri StanleySpadowski ,Jay Levey,OrionPictures Cinecorp ,Comedy GeorgeNewman Teri StanleySpadowski Jay LeveyOrionPictures Cinecorp en
9900,en,Grandma's Boy,Comedy ,Samantha Alex Dante ,Nicholaus Goossen,TwentiethCenturyFoxFilmCorporation HappyMadisonProductions ,Comedy Samantha Alex Dante Nicholaus GoossenTwentiethCenturyFoxFilmCorporation HappyMadisonProductions en
14662,en,Slums of Beverly Hills,Comedy Drama ,VivianAbromowitz MurraySamuelAbromowitz RitaAbromowitz ,Tamara Jenkins,FoxSearchlightPictures ,Comedy Drama VivianAbromowitz MurraySamuelAbromowitz RitaAbromowitz Tamara JenkinsFoxSearchlightPictures en
335,it,Once Upon a Time in the West,Western ,Frank JillMcBain Cheyenne ,Sergio Leone,ParamountPictures RafranCinematografica FinanziaSanMarco ,Western Frank JillMcBain Cheyenne Sergio LeoneParamountPictures RafranCinematografica FinanziaSanMarco it
15745,en,Made,Action Comedy Thriller ,RickySlade Bobby Ruiz ,Jon Favreau,ArtisanEntertainment ,Action Comedy Thriller RickySlade Bobby Ruiz Jon FavreauArtisanEntertainment en
17431,en,Moon,Science Fiction Drama ,SamBell RobotGerty(Voice) TessBell ,Duncan Jones,LibertyFilmsUK LunarIndustries XinguFilms LimelightFund ,Science Fiction Drama SamBell RobotGerty(Voice) TessBell Duncan JonesLibertyFilmsUK LunarIndustries XinguFilms LimelightFund en
21014,en,Keeping Up with the Steins,Comedy ,BenjaminFiedler JoanneFiedler AdamFiedler ,Scott Marshall,,Comedy BenjaminFiedler JoanneFiedler AdamFiedler Scott Marshallen
78394,en,Sea Rex 3D: Journey to a Prehistoric World,Documentary ,Conservatoryassistant Jacques Julie ,Ronan Chapalain,N3DLandProductions MantelloBrothersProductions ,Documentary Conservatoryassistant Jacques Julie Ronan ChapalainN3DLandProductions MantelloBrothersProductions en
10217,en,The Sweet Hereafter,Drama ,MitchellStephens ZoeStevens NicoleBurnell ,Atom Egoyan,FineLineFeatures AllianceCommunications ,Drama MitchellStephens ZoeStevens NicoleBurnell Atom EgoyanFineLineFeatures AllianceCommunications en
46332,fr,Of Gods and Men,Drama History ,Christian Luc Christophe ,Xavier Beauvois,WhyNotProductions ArmadaFilms FranceTélévision Cinémage4 Cofinova6 Soficinéma6 ,Drama History Christian Luc Christophe Xavier BeauvoisWhyNotProductions ArmadaFilms FranceTélévision Cinémage4 Cofinova6 Soficinéma6 fr
13996,en,Bottle Shock,Comedy Drama ,StevenSpurrier BoBarrett JimBarrett ,Randall Miller,ZininsaFilmProduction IntellectualPropertiesWorldwide ,Comedy Drama StevenSpurrier BoBarrett JimBarrett Randall MillerZininsaFilmProduction IntellectualPropertiesWorldwide en
3028,en,Jekyll and Hyde ... Together Again,Comedy Horror Science Fiction ,Dr.Jekyll/Mr.Heyde MaryCarew Ivy ,Jerry Belson,,Comedy Horror Science Fiction Dr.Jekyll/Mr.Heyde MaryCarew Ivy Jerry Belsonen
1024,en,Heavenly Creatures,Drama Fantasy ,PaulineParkerRieper JulietHulme HonorahParkerRieper ,Peter Jackson,WingNutFilms MiramaxFilms NewZealandFilmCommission FontanaProductions ,Drama Fantasy PaulineParkerRieper JulietHulme HonorahParkerRieper Peter JacksonWingNutFilms MiramaxFilms NewZealandFilmCommission FontanaProductions en
343795,en,90 Minutes in Heaven,Drama ,EvaPiper DonPiper ChrisPiper ,Michael Polish,Emmett/FurlaFilms GivingFilms ,Drama EvaPiper DonPiper ChrisPiper Michael PolishEmmett/FurlaFilms GivingFilms en
45658,en,Everything Must Go,Comedy Drama Romance ,Samantha NickHalsey Gary ,Dan Rush,BirdsongPictures IMGlobal ,Comedy Drama Romance Samantha NickHalsey Gary Dan RushBirdsongPictures IMGlobal en
16148,en,Zero Effect,Comedy Crime Mystery Thriller ,DarylZero SteveArlo GregoryStark ,Jake Kasdan,CastleRockEntertainment ColumbiaPicturesCorporation ManifestFilmCompany ,Comedy Crime Mystery Thriller DarylZero SteveArlo GregoryStark Jake KasdanCastleRockEntertainment ColumbiaPicturesCorporation ManifestFilmCompany en
4553,en,The Machinist,Thriller Drama ,TrevorReznik Stevie Marie ,Brad Anderson,FilmaxEntertainment CastelaoProducciones Canal+España InstitutodelaCinematografíaydelasArtesAudiovisuales(ICAA) ICF ,Thriller Drama TrevorReznik Stevie Marie Brad AndersonFilmaxEntertainment CastelaoProducciones Canal+España InstitutodelaCinematografíaydelasArtesAudiovisuales(ICAA) ICF en
36351,en,Light Sleeper,Drama Crime ,JohnLeTour Ann MarianneJost ,Paul Schrader,FineLineFeatures LiveEntertainment SevenArts CarolcoPictures ,Drama Crime JohnLeTour Ann MarianneJost Paul SchraderFineLineFeatures LiveEntertainment SevenArts CarolcoPictures en
245916,en,Kill the Messenger,Thriller Crime Drama Mystery ,GaryWebb AnnaSimons FredWeil ,Michael Cuesta,TheCombine BluegrassFilms ,Thriller Crime Drama Mystery GaryWebb AnnaSimons FredWeil Michael CuestaTheCombine BluegrassFilms en
27585,en,Rabbit Hole,Drama ,BeccaCorbett HowieCorbett Nat ,John Cameron Mitchell,OlympusPictures ,Drama BeccaCorbett HowieCorbett Nat John Cameron MitchellOlympusPictures en
1415,en,Party Monster,Comedy Drama Crime ,JamesSt.James MichaelAlig Gitsy ,Fenton Bailey,ContentFilm ,Comedy Drama Crime JamesSt.James MichaelAlig Gitsy Fenton BaileyContentFilm en
313922,en,Green Room,Horror Crime Thriller ,Pat Amber Sam ,Jeremy Saulnier,FilmScience BroadGreenPictures ,Horror Crime Thriller Pat Amber Sam Jeremy SaulnierFilmScience BroadGreenPictures en
14474,en,The Oh in Ohio,Comedy Drama Romance ,PriscillaChase WaynethePoolGuy JackChase ,Billy Kent,"ColdIronPictures AmbushEntertainment AVClub,The ","Comedy Drama Romance PriscillaChase WaynethePoolGuy JackChase Billy KentColdIronPictures AmbushEntertainment AVClub,The en"
199933,en,Atlas Shrugged Part III: Who is John Galt?,Drama Science Fiction Mystery ,RagnarDanneskjöld HenryRearden Dr.HughAkston ,James Manera,Atlas3Productions ,Drama Science Fiction Mystery RagnarDanneskjöld HenryRearden Dr.HughAkston James ManeraAtlas3Productions en
13685,en,Bottle Rocket,Comedy Crime Drama ,AnthonyAdams Dignan Inez ,Wes Anderson,GracieFilms ColumbiaPicturesCorporation ,Comedy Crime Drama AnthonyAdams Dignan Inez Wes AndersonGracieFilms ColumbiaPicturesCorporation en
8744,en,Albino Alligator,Crime Drama Thriller ,Dova JanetBoudreaux Milo ,Kevin Spacey,MiramaxFilms AlbinoAlligatorProductions ,Crime Drama Thriller Dova JanetBoudreaux Milo Kevin SpaceyMiramaxFilms AlbinoAlligatorProductions en
38428,hi,"Gandhi, My Father",Drama Foreign History ,MahatmaGandhi HarilalGandhi GulabGandhi ,Feroz Abbas Khan,,Drama Foreign History MahatmaGandhi HarilalGandhi GulabGandhi Feroz Abbas Khanhi
8847,en,Standard Operating Procedure,Documentary ,Himself Himself Himself ,Errol Morris,SonyPicturesClassics ,Documentary Himself Himself Himself Errol MorrisSonyPicturesClassics en
39269,en,Out of the Blue,Drama ,Don Dr.Brean Kathy ,Dennis Hopper,RobsonStreet ,Drama Don Dr.Brean Kathy Dennis HopperRobsonStreet en
46838,en,Tucker and Dale vs Evil,Comedy Horror ,Tucker Dale Allison ,Eli Craig,EdenRockMedia ,Comedy Horror Tucker Dale Allison Eli CraigEdenRockMedia en
51384,en,"Lovely, Still",Drama Romance ,RobertMalone Mary Mike ,Nicholas Fackler,,Drama Romance RobertMalone Mary Mike Nicholas Fackleren
56930,en,Tycoon,Action Drama Romance ,JohnnyMunroe MauraAlexanderMunroe FrederickAlexander(asSirCedricHardwicke)v ,Richard Wallace,RKORadioPictures ,Action Drama Romance JohnnyMunroe MauraAlexanderMunroe FrederickAlexander(asSirCedricHardwicke)v Richard WallaceRKORadioPictures en
41730,en,Desert Blue,Comedy Drama ,PeteKepler SkyeDavidson BlueBaxter ,Morgan J. Freeman,IgniteEntertainment HSXFilms ,Comedy Drama PeteKepler SkyeDavidson BlueBaxter Morgan J. FreemanIgniteEntertainment HSXFilms en
18442,en,Decoys,Horror Science Fiction Thriller ,Constance Lilly Roger ,Matthew Hastings,,Horror Science Fiction Thriller Constance Lilly Roger Matthew Hastingsen
298312,en,The Visit,Horror Thriller ,RebeccaJamison TylerJamison Mother ,M. Night Shyamalan,BlumhouseProductions BlindingEdgePictures ,Horror Thriller RebeccaJamison TylerJamison Mother M. Night ShyamalanBlumhouseProductions BlindingEdgePictures en
11600,en,Redacted,Drama War ,AngelSalazar LawyerMcCoy MasterSergeantSweet ,Brian De Palma,HDNetFilms TheFilmFarm ,Drama War AngelSalazar LawyerMcCoy MasterSergeantSweet Brian De PalmaHDNetFilms TheFilmFarm en
71547,de,Fascination,Romance Thriller ,MaureenDoherty ScottDoherty PatrickDoherty ,Klaus Menzel,QualityFilmsEntertainment ,Romance Thriller MaureenDoherty ScottDoherty PatrickDoherty Klaus MenzelQualityFilmsEntertainment de
57876,en,Area 51,Horror Thriller Science Fiction ,Reid Darrin Ben ,Oren Peli,InsurgePictures ,Horror Thriller Science Fiction Reid Darrin Ben Oren PeliInsurgePictures en
77495,es,Sleep Tight,Thriller ,César Clara Marcos ,Jaume Balagueró,FilmaxEntertainment CastelaoProducciones Cubica ,Thriller César Clara Marcos Jaume BalagueróFilmaxEntertainment CastelaoProducciones Cubica es
13849,en,The Cottage,Horror Comedy Crime Thriller ,David Peter Tracey ,Paul Andrew Williams,IsleofManFilm UKFilmCouncil ScreenYorkshire SteelMillPictures ,Horror Comedy Crime Thriller David Peter Tracey Paul Andrew WilliamsIsleofManFilm UKFilmCouncil ScreenYorkshire SteelMillPictures en
14849,en,Dead Like Me: Life After Death,Drama Fantasy Comedy ,GeorgeLass RoxyHarvey Mason ,Stephen Herek,Metro-Goldwyn-Mayer(MGM) ,Drama Fantasy Comedy GeorgeLass RoxyHarvey Mason Stephen HerekMetro-Goldwyn-Mayer(MGM) en
12486,en,Farce of the Penguins,Comedy Documentary ,Narrator(voice) They'reallbitchesPenguin(voice) Helen(voice) ,Bob Saget,FOTPProductions ,Comedy Documentary Narrator(voice) They'reallbitchesPenguin(voice) Helen(voice) Bob SagetFOTPProductions en
19615,en,Flying By,Drama ,George Pamela Rachel ,nan,,Drama George Pamela Rachel nanen
244403,en,Rudderless,Music Drama Comedy ,Sam Quentin Emily ,William H. Macy,UnifiedPictures AmberdaleProductions TeeRobPictures ,Music Drama Comedy Sam Quentin Emily William H. MacyUnifiedPictures AmberdaleProductions TeeRobPictures en
292481,en,Henry & Me,Family Animation ,Henry(voice) LeftyGomez(voice) BabeRuth(voice) ,Barrett Esposito,Henry&MeProductions ,Family Animation Henry(voice) LeftyGomez(voice) BabeRuth(voice) Barrett EspositoHenry&MeProductions en
340816,en,Christmas Eve,Romance Comedy ,Harris Dawn Dr.Roberts ,Mitch Davis,Unstuck ,Romance Comedy Harris Dawn Dr.Roberts Mitch DavisUnstuck en
78814,en,We Have Your Husband,TV Movie Crime Drama Thriller ,JayneValseca EduardoValseca Raul ,Eric Bross,JohnsonProductionGroup SilverScreenPictures ,TV Movie Crime Drama Thriller JayneValseca EduardoValseca Raul Eric BrossJohnsonProductionGroup SilverScreenPictures en
297596,en,Dying of the Light,Thriller Drama ,EvanLake MiltonSchultz MuhammadBanir ,Paul Schrader,TinResEntertainment OverUnderMedia ,Thriller Drama EvanLake MiltonSchultz MuhammadBanir Paul SchraderTinResEntertainment OverUnderMedia en
299552,en,Born Of War,Action Thriller War ,Simon Mina Olivia ,Vicky Jewson,JewsonFilm BornofWar ,Action Thriller War Simon Mina Olivia Vicky JewsonJewsonFilm BornofWar en
11935,en,Capricorn One,Drama Action Thriller Science Fiction ,RobertCaulfield Col.CharlesBrubaker KayBrubaker ,Peter Hyams,AssociatedGeneralFilms IncorporatedTelevisionCompany(ITC) ,Drama Action Thriller Science Fiction RobertCaulfield Col.CharlesBrubaker KayBrubaker Peter HyamsAssociatedGeneralFilms IncorporatedTelevisionCompany(ITC) en
113406,en,Should've Been Romeo,Comedy Drama ,Joey Charlie Billie ,Marcia Bennett,PhillybrookFilms ,Comedy Drama Joey Charlie Billie Marcia BennettPhillybrookFilms en
447027,en,Running Forever,Family ,nan,nan,NewKingdomPictures ,Family nannanNewKingdomPictures en
290825,en,Yoga Hosers,Comedy Fantasy Horror Thriller ,ColleenCollette ColleenMcKenzie YogiBayer ,Kevin Smith,InvinciblePicturesCorp. AbbolitaProductions DestroFilms ,Comedy Fantasy Horror Thriller ColleenCollette ColleenMcKenzie YogiBayer Kevin SmithInvinciblePicturesCorp. AbbolitaProductions DestroFilms en
361159,en,Navy Seals vs. Zombies,Horror Action ,Lt.PeteCunnigham CommanderSheer VicePresidentBentley ,Stanton Barrett,HollywoodMediaBridge ThroneProductions ,Horror Action Lt.PeteCunnigham CommanderSheer VicePresidentBentley Stanton BarrettHollywoodMediaBridge ThroneProductions en
12555,cs,I Served the King of England,Comedy Drama ,JanDítejunior JanDítesenior Líza ,Jiří Menzel,,Comedy Drama JanDítejunior JanDítesenior Líza Jiří Menzelcs
31175,de,Soul Kitchen,Drama Comedy ,ZinosKazantsakis ShaynWeiss IliasKazantsakis ,Fatih Akin,CorazónInternational BiografJanSvěrák ,Drama Comedy ZinosKazantsakis ShaynWeiss IliasKazantsakis Fatih AkinCorazónInternational BiografJanSvěrák de
12498,en,Sling Blade,Drama ,KarlChilders DoyleHargraves CharlesBushman ,Billy Bob Thornton,MiramaxFilms ,Drama KarlChilders DoyleHargraves CharlesBushman Billy Bob ThorntonMiramaxFilms en
77949,en,The Awakening,Horror Thriller ,FlorenceCathcart RobertMallory MaudHill ,Nick Murphy ,BBCFilms StudioCanal CreativeScotland OriginPictures LipsyncProductions ,Horror Thriller FlorenceCathcart RobertMallory MaudHill Nick Murphy BBCFilms StudioCanal CreativeScotland OriginPictures LipsyncProductions en
1690,en,Hostel,Horror ,Paxton Josh Oli ,Eli Roth,InternationalProductionCompany RawNerve Lionsgate NextEntertainment ScreenGems HostelLLC ,Horror Paxton Josh Oli Eli RothInternationalProductionCompany RawNerve Lionsgate NextEntertainment ScreenGems HostelLLC en
8435,en,A Cock and Bull Story,Comedy Drama ,TristramShandy/WalterShandy/himself Capt.TobyShandy/himself ElizabethShandy/herself ,Michael Winterbottom,RevolutionFilms BBCFilms BabyCowProductions EMMedia ScionFilms EastMidlandsMediaInitiative ,Comedy Drama TristramShandy/WalterShandy/himself Capt.TobyShandy/himself ElizabethShandy/herself Michael WinterbottomRevolutionFilms BBCFilms BabyCowProductions EMMedia ScionFilms EastMidlandsMediaInitiative en
64720,en,Take Shelter,Thriller Drama ,CurtisLaForche SamanthaLaForche Nat ,Jeff Nichols,Hydraulx REICapital GroveHillProductions StrangeMatterFilms ,Thriller Drama CurtisLaForche SamanthaLaForche Nat Jeff NicholsHydraulx REICapital GroveHillProductions StrangeMatterFilms en
49365,en,Lady in White,Horror Thriller ,FrankieScarlatti PhilTerragarossa Angelo'Al'Scarlatti ,Frank LaLoggia,NewSkyCommunicationsInc. ,Horror Thriller FrankieScarlatti PhilTerragarossa Angelo'Al'Scarlatti Frank LaLoggiaNewSkyCommunicationsInc. en
11404,en,Driving Lessons,Drama Comedy ,LauraMarshall BenMarshall EvieWalton ,Jeremy Brock,,Drama Comedy LauraMarshall BenMarshall EvieWalton Jeremy Brocken
300706,en,Let's Kill Ward's Wife,Comedy ,David Tom Geena ,Scott Foley,LostRhinoFilms ,Comedy David Tom Geena Scott FoleyLostRhinoFilms en
16337,en,The Texas Chainsaw Massacre 2,Horror ,"Lieutenant'Lefty'Enright Vanita'Stretch'Brock DraytonSawyer,theCook ",Tobe Hooper,CannonFilms ,"Horror Lieutenant'Lefty'Enright Vanita'Stretch'Brock DraytonSawyer,theCook Tobe HooperCannonFilms en"
11577,en,Pat Garrett & Billy the Kid,Western ,SheriffPatGarrett WilliamH.Bonney(BillytheKid) SheriffKipMcKinney ,Sam Peckinpah,Metro-Goldwyn-Mayer(MGM) ,Western SheriffPatGarrett WilliamH.Bonney(BillytheKid) SheriffKipMcKinney Sam PeckinpahMetro-Goldwyn-Mayer(MGM) en
